Review,Comments,Ratings,Locations,Time,Positive_Score,Negative_Score,Neutral_Score,Sentiment,Subjectivity_Score
Good choice,Good device but slightly overpriced...,3, Chalisgaon,24 days ago,0.7003,0,0.7003,Positive,0.45555555555555566
Waste of money!,Product is good but Flipkart service is bad,5, Bengaluru,25 days ago,-0.5267,0.5267,0.0,Negative,0.4222222222222222
Horrible,Battery backup is not good and sometime it lags,5, Arrah,25 days ago,-0.4767,0.4767,0.0,Negative,0.8
Value-for-money,Super samuth tach,4, Bhavnagar,25 days ago,0.5994,0,0.5994,Positive,0.6666666666666666
Just wow!,Super,5, Hyderabad,25 days ago,0.8271,0,0.8271,Positive,0.8333333333333333
Hated it!,"Getting so hot when use,even not use the phone",5, Purba Bardhaman District,nan,-0.6369,0.6369,0.0,Negative,0.775
Just wow!,Amazing,5, Loharu,25 days ago,0.8225,0,0.8225,Positive,0.95
Fabulous!,Nice phone,3, Chennai,25 days ago,0.7351,0,0.7351,Positive,1.0
Terrific,Super and good Qoulity,5, Killannur,25 days ago,0.872,0,0.872,Positive,0.7555555555555555
Highly recommended,Super display,5, Hassan,25 days ago,0.7408,0,0.7408,Positive,0.6033333333333333
Highly recommended,Super ,5, Chagallu,25 days ago,0.7408,0,0.7408,Positive,0.6033333333333333
Terrific purchase,Great,4, Sangli Miraj Kupwad,25 days ago,0.802,0,0.802,Positive,0.875
Worst experience ever!,Very poor camera,5, Amravati,25 days ago,-0.802,0.802,0.0,Negative,0.8
Does the job,Battery is not working properly...,5, Bengaluru,25 days ago,0.0,0,0.0,Neutral,0.1
Classy product,Best camera,5, Shamgarh,26 days ago,0.7964,0,0.7964,Positive,0.6
Slightly disappointed,No good,3, Dibrugarh,nan,-0.0478,0.0478,0.0,Negative,0.675
Super!,nice phone,4, Jamnagar,26 days ago,0.7717,0,0.7717,Positive,0.8333333333333333
Great product,looking good ,3, Jamnagar,26 days ago,0.7906,0,0.7906,Positive,0.675
Value-for-money,Good items,5, Pune,26 days ago,0.4404,0,0.4404,Positive,0.6000000000000001
Classy product,Very nice ,5, Karanjia,26 days ago,0.6908,0,0.6908,Positive,0.95
Wonderful,Nice phone..,4, Kamrup Metropolitan District,26 days ago,0.7579,0,0.7579,Positive,1.0
Hated it!,"1-Mobile is over heating while charging. 2- battery drainage is very fast. 3- even though it has 5G support, it is not compatible. 4- there service support is very unprofessional. Buy at your own risk",5, New Delhi,26 days ago,-0.6369,0.6369,0.0,Negative,0.6499999999999999
Fabulous!,Good for me,5, Kishanganj,26 days ago,0.743,0,0.743,Positive,0.8
Awesome,Excellent phone,5, Naini Industrial Area,26 days ago,0.8316,0,0.8316,Positive,1.0
Worth the money,Performance is good back camera is also good.front camera is not good.. charge is very fast.battery is good.heating issue heavy use.otherwise good.,4, Coimbatore,26 days ago,0.8625,0,0.8625,Positive,0.4000000000000001
Useless product,During charging or long during call mobile is heating,4, Vadodara,nan,-0.4215,0.4215,0.0,Negative,0.30000000000000004
Good choice,Good product,5, Tumakuru,26 days ago,0.7003,0,0.7003,Positive,0.6000000000000001
Expected a better product,"Don't buy this phone, it's not what you think and you want. It's more of an experimental design being sold at a hefty price tag. - The basic proximity sensor is flawed. The AI software based elliptic proximity sensor is still in the development stage and mostly it's a failure. Even the real proximity sensor will have some issues and this AI based stops working every now and then. Mainly during calls it fails.- Though this phone has an AMOLED display, AOD: always on display and is disabled i...",5, Bangalore,26 days ago,-0.5423,0.5423,0.0,Negative,0.3458333333333333
Absolute rubbish!,Battery performance is very poor,5, Dhulian,26 days ago,-0.4767,0.4767,0.0,Negative,0.75
Mind-blowing purchase,Nic phone ,5, Birpur,26 days ago,0.0,0,0.0,Neutral,0.0
Terrific,What  a mobile superb overall mobile superb ,5, Bengaluru,26 days ago,0.9062,0,0.9062,Positive,0.75
Expected a better product,The camera is not like the reviewers words. Its bad,5, Ernakulam District,26 days ago,0.2263,0,0.2263,Positive,0.5222222222222223
Great product,Fantastic,5, Marigaon,26 days ago,0.8271,0,0.8271,Positive,0.825
Did not meet expectations,Very bad product maat ligiya Superstar RISHU APKA DostLive in Dubai,5, Palamu District,27 days ago,-0.5423,0.5423,0.0,Negative,0.6666666666666666
Great product,First time I'm satisfied to using this handset really awesome but service center not providing good service,4, Bhagalpur,27 days ago,0.9348,0,0.9348,Positive,0.6305555555555555
Worth every penny,Very nice mobile and camera performance like a DSLR. I love it,5, Surendranagar District,nan,0.886,0,0.886,Positive,0.5666666666666668
Terrific,Good product.,4, Gautam Buddha Nagar,27 days ago,0.7184,0,0.7184,Positive,0.8
Classy product,Good,4, Hyderabad,27 days ago,0.7003,0,0.7003,Positive,0.75
Must buy!,"Working very fine and looks so premium, Camera is okay but everything is super",5, Bangalore,27 days ago,0.765,0,0.765,Positive,0.5555555555555555
Fabulous!,Meet the expectations,5, Udhampur,27 days ago,0.5267,0,0.5267,Positive,1.0
Pretty good,"Nice phone, good  looking",4, Jalalpur,27 days ago,0.8957,0,0.8957,Positive,0.8
Really Nice,Good product,5, Malbazar,27 days ago,0.7408,0,0.7408,Positive,0.8
Wonderful,Perfect go for it,4, Dimapur,27 days ago,0.8126,0,0.8126,Positive,1.0
Excellent,Wonderful  I am very happy...,5, Vijayapuri,27 days ago,0.9022,0,0.9022,Positive,1.0
Great product,Very nice looking,5, Vaishali District,27 days ago,0.7845,0,0.7845,Positive,0.875
Good choice,display quality awesome,3, Nellore,nan,0.7906,0,0.7906,Positive,0.8
Pretty good,"Camera is awesome, good quality picture in the segment",5, Salem District,27 days ago,0.9201,0,0.9201,Positive,0.8
Simply awesome,"This  phone is quite good . Everything is working well. There will be a short battery backup of 7 hrs to 7.5 hrs, in web suffering or viewing video content in 5G.",5, Ramgarh District,27 days ago,0.7425,0,0.7425,Positive,0.6333333333333334
Very poor,"This product is not good, I'm not like",5, Nagina,27 days ago,0.3182,0,0.3182,Positive,0.6000000000000001
Did not meet expectations,I noticed Lot of frame drops and lags.1.  when you browse for 5 minutes it will became like a iron box. 2. Battery drains very fast. Go for other brands like Vivo and Iqoo. Earlier I have used Vivo z1x phone for 4 years. I had used without any issues for a long time. I exchanged my mobile to purchase this product. I DEEPLY Regret for taking the exchange decision.,5, Tirupati,27 days ago,-0.1513,0.1513,0.0,Negative,0.475
Good quality product,Very happy performance good,5, Hooghly,27 days ago,0.8591,0,0.8591,Positive,0.7333333333333334
Worthless,Camera quality is very poor,3, Hyderabad,27 days ago,-0.7184,0.7184,0.0,Negative,0.75
Awesome,Good looking phone,4, Chennai,27 days ago,0.7906,0,0.7906,Positive,0.8
Fair,Worst phone,3, Patna,27 days ago,-0.4215,0.4215,0.0,Negative,0.95
Moderate,Horrible mobile. Playstore hang when you install any app,4, Jetia,28 days ago,-0.5423,0.5423,0.0,Negative,0.85
Slightly disappointed,Sound quality is very bad Calling speaker is also very bad Noise cancellation not working,4, Babarpur Ajitmal,nan,-0.8692,0.8692,0.0,Negative,0.6208333333333332
Great product,Osm,4, Bhogaon,28 days ago,0.6249,0,0.6249,Positive,0.75
Horrible,Camera Quality Is Budget Zooming Is Low AND not Focus is good And Heating Issue,5, Amroha,28 days ago,-0.4019,0.4019,0.0,Negative,0.6333333333333334
Terrific,Thanks flipkart for this amazing product I'm very happy with this look and working speed.. Everything is fine of this mobile in this budget ..,5, Kota,28 days ago,0.936,0,0.936,Positive,0.72
Delightful,Best redmi phone,4, Pashchim Champaran District,28 days ago,0.8402,0,0.8402,Positive,0.65
Wonderful,Nice  camera,5, Puruliya District,28 days ago,0.7579,0,0.7579,Positive,1.0
Good,It get hand some time.. Battery get too hot also screen of edges does not work some time,5, Achalpur,28 days ago,0.7269,0,0.7269,Positive,0.7250000000000001
Perfect product!,Apart from camera it's pretty good phone,4, Bhopal,28 days ago,0.8689,0,0.8689,Positive,0.8666666666666667
Value-for-money,Good performance and value for money,5, Vasai Virar,28 days ago,0.6486,0,0.6486,Positive,0.6000000000000001
Great product,"Good cameras, nice display, excellent 5g reception satisfied.",5, Kollam,28 days ago,0.946,0,0.946,Positive,0.8699999999999999
Nice product,Good,5, Kollam,nan,0.6908,0,0.6908,Positive,0.8
Not recommended at all,Bad product.. Heat problem,5, Hanumangarh,28 days ago,-0.6597,0.6597,0.0,Negative,0.6666666666666666
Really Nice,Excellent performance and good out look...camera also good,4, Ballari,28 days ago,0.9165,0,0.9165,Positive,0.8
Must buy!,Nic product but battery  kam,4, Panna District,28 days ago,0.0,0,0.0,Neutral,0.0
Brilliant,Everything is good..,3, Hyderabad,28 days ago,0.7717,0,0.7717,Positive,0.8
Great product,Nice products,5, Surat,28 days ago,0.7845,0,0.7845,Positive,0.875
Moderate,Don't waste your money,4, Raipur,28 days ago,0.3252,0,0.3252,Positive,0.35
Great product,"Superb phone,nice camera very good displayBut not charge 15 minut charging have45 minut",5, New Delhi,28 days ago,0.9022,0,0.9022,Positive,0.7833333333333333
Does the job,Battery is okok Same as my OLD REDMI note 10 pro Camera is okok compared TO REDMI note 10 proPerformance goodDowngrade 4 camera to 3 cameraOIS GOOD,5, Gangawati,28 days ago,0.4404,0,0.4404,Positive,0.4
Horrible,Heating problem,5, New Delhi,29 days ago,-0.7351,0.7351,0.0,Negative,1.0
Really Nice,All is well,4, Dhule,nan,0.6674,0,0.6674,Positive,1.0
Best in the market!,Good ,5, Purba Bardhaman District,29 days ago,0.7964,0,0.7964,Positive,0.45000000000000007
Best in the market!,Good phone by redmi,5, Udaipur,29 days ago,0.7964,0,0.7964,Positive,0.45000000000000007
Fabulous!,Good product,4, Tiruvannamalai,29 days ago,0.743,0,0.743,Positive,0.8
Perfect product!,Ok,5, East Godavari District,29 days ago,0.7096,0,0.7096,Positive,0.75
Value-for-money,"Battery backup is disappointing somehow managed less than a day when you are traveling.. Good display, very good camera, performance is also good. Overall nice experience.",5, Pauni,29 days ago,0.7586,0,0.7586,Positive,0.5095238095238096
Terrific purchase,Very nice  product,4, Gandhidham,29 days ago,0.7096,0,0.7096,Positive,1.0
Don't waste your money,"Worst camera ,now a days even keypad mobile giving best quality camera pictures but this mobile was even not comparable to keypad mobile camera",4, Guntur,29 days ago,0.9047,0,0.9047,Positive,0.43333333333333335
Simply awesome,Good Product....,3, Ahmedabad,29 days ago,0.7906,0,0.7906,Positive,0.8
Wonderful,"Phone is Excellent... But outdated OS... Need a OS update right time, then go to other option.",5, Coimbatore,30 days ago,0.8126,0,0.8126,Positive,0.7922619047619047
Super!,"Super mobile phone,",5, Daudnagar,nan,0.8316,0,0.8316,Positive,0.6666666666666666
Mind-blowing purchase,Best phone ever #2023 mi India  ,5, Anand,30 days ago,0.6369,0,0.6369,Positive,0.3
Waste of money!,Battery is not good,4, Arrah,30 days ago,0.0258,0,0.0258,Positive,0.30000000000000004
Terrific,Nice mobile,4, Bangalore Urban,30 days ago,0.7096,0,0.7096,Positive,1.0
Highly recommended,Feels a better experience! You can go for it. One thing should upgrade the front camera quite low performance otherwise the back camera is good enough. Battery consumption is little high. But I like the 67W fast charging option.,3, Raha,30 days ago,0.7897,0,0.7897,Positive,0.45333333333333337
Does the job,Battery very poor,5, Noida,30 days ago,-0.4767,0.4767,0.0,Negative,0.6
Best in the market!,Nice mobile,5, New Delhi,30 days ago,0.7906,0,0.7906,Positive,0.65
Not good,There are two major problems with this phone:1. It gets very hot. Sometimes I think it may explode so I don't use it for some time. 2. It's battery performance is not good according to 5000 mah battery because my previous phone also had 5000 mah battery which gives me around 9 hour backup after using all day but this mobile Redmi Note 12 Pro 5g is giving me only around 4 to 5 hours of backup. This is not acceptable at all.  I will never buy Redmi mobiles for any of my family members and ...,3, Muzaffarpur,30 days ago,0.7783,0,0.7783,Positive,0.5433333333333333
Just okay,Camera not good...as expected,5, Haldwani,30 days ago,0.2263,0,0.2263,Positive,0.45
Does the job,Ois camera not working..,5, Sultanganj,30 days ago,0.0,0,0.0,Neutral,0.0
Must buy!,Must buy,5, Vadalur,nan,0.0,0,0.0,Neutral,0.0
Not recommended at all,Quality bad chetta mobail,5, East Godavari District,30 days ago,-0.4019,0.4019,0.0,Negative,0.6666666666666666
Highly recommended,It's amazing phone,5, Guna,30 days ago,0.7328,0,0.7328,Positive,0.72
Excellent,Nice ,4, Madhepura,1 month ago,0.7579,0,0.7579,Positive,1.0
Decent product,Good,5, Bengaluru,1 month ago,0.4404,0,0.4404,Positive,0.6333333333333333
Worth the money,All good ,4, Gurmatkal,1 month ago,0.5859,0,0.5859,Positive,0.35000000000000003
Nice product,All are OK but battery back up not good,3, Khammam,1 month ago,0.7845,0,0.7845,Positive,0.525
Simply awesome,Budget frndly nice one go for it,5, Jagtial District,1 month ago,0.7845,0,0.7845,Positive,1.0
Bad quality,"Not worth,,, it's like under 15k mobile,, not better,,,no indisplay finger print,,,Screen ok,,,,UI issues some time,,,, overall above average,,,",5, Vijayawada,1 month ago,-0.0258,0.0258,0.0,Negative,0.29166666666666663
Fabulous!,Best budget phone with premium features. Cons is that the battery is only 5000mah and in 5g usage drains fast,5, Munderi,1 month ago,0.8225,0,0.8225,Positive,0.6333333333333333
Terrific purchase,I am happy  TQ Flipkart,5, Peddapuram,nan,0.7783,0,0.7783,Positive,1.0
Perfect product!,Everything okay but battery backup ont satisfied,4, Kolkata,1 month ago,0.8126,0,0.8126,Positive,0.8333333333333334
Classy product,Overall performance and experience is good,5, Gangawati,1 month ago,0.7003,0,0.7003,Positive,0.5
Best in the market!,A good product in price range,4, Nagpur,1 month ago,0.7964,0,0.7964,Positive,0.45000000000000007
Worth the money,It is nice phone,5, Purnia,1 month ago,0.5719,0,0.5719,Positive,0.55
Best in the market!,This awesome phone anAll Rounder this mobile Camera very beautiful,4, Chennai,1 month ago,0.9217,0,0.9217,Positive,0.7666666666666666
Worth the money,Nice Phone go for it,5, Bapatla,1 month ago,0.5719,0,0.5719,Positive,0.55
Best in the market!,Nice phon,3, Bankura District,1 month ago,0.7906,0,0.7906,Positive,0.65
Must buy!,Good phone,5, Begusarai,1 month ago,0.4404,0,0.4404,Positive,0.6000000000000001
Waste of money!,This seat settings is bad.But camera ok.,5, Amarshi Kasba,1 month ago,-0.1531,0.1531,0.0,Negative,0.25
Highly recommended,Camera quality perfect ,5, Sahatwar,nan,0.6997,0,0.6997,Positive,0.77
Worth every penny,Very good pics,3, Anjar,1 month ago,0.5859,0,0.5859,Positive,0.35000000000000003
Unsatisfactory,Getting very hot once click the videos and when the charging and wating the phone continuously,3, New Delhi,1 month ago,0.0,0,0.0,Neutral,0.8500000000000001
Simply awesome,"Outstanding, very good",5, Guwahati,1 month ago,0.9001,0,0.9001,Positive,0.8250000000000001
Fabulous!,Very nice,5, Medinipur,1 month ago,0.7351,0,0.7351,Positive,1.0
Brilliant,The product is best at the price. Got it at 15k after the exchange and discount... The camera can be improved,4, Pune,1 month ago,0.9022,0,0.9022,Positive,0.65
Good quality product,Camera is good,5, Mettupalayam Coimbatore District,1 month ago,0.7003,0,0.7003,Positive,0.6000000000000001
Highly recommended,Simply the Best,5, West Godavari District,1 month ago,0.762,0,0.762,Positive,0.41999999999999993
Worth every penny,Good,5, Prayagraj,1 month ago,0.5859,0,0.5859,Positive,0.35000000000000003
Does the job,Not worth of money..Cons-Battery backup is not good. Battery drains quickly. Over heating.,5, Vizianagaram District,1 month ago,0.5859,0,0.5859,Positive,0.4000000000000001
Good choice,Good,4, Tirurangadi,nan,0.7003,0,0.7003,Positive,0.6000000000000001
Super!,Excellent ,5, Madhubani District,1 month ago,0.8225,0,0.8225,Positive,0.8333333333333333
Wonderful,It is worth buying.... Go for it.... Quality Product,5, Navi Mumbai,1 month ago,0.6808,0,0.6808,Positive,0.55
Does the job,"Not Bad,more quality require such as camera quality, mobile thik ness, battery quality, mobile heat,",5, Bhubaneswar,1 month ago,0.0,0,0.0,Neutral,0.0
Absolute rubbish!,This is very low quality Chinese products. Fit and finish is very poor quality. Please don't buy this phone I am very disappointed with this ph.,5, Bhubaneswar,1 month ago,0.2856,0,0.2856,Positive,0.4916666666666667
